,Name,phenotype,reviewCount,topEffect,thc,subtitle
4930,"Kickflip,#7",Hybrid,2,Euphoric,,
4931,"Royale,With,Cheese",Hybrid,2,Happy,16.0,
4932,Macrib,Hybrid,2,Creative,,
4933,"Fresh,Water,Taffy",Hybrid,2,,,
4934,"Big,Lemon",on,2,Giggly,16.0,
4935,"Superwoman,S1",Hybrid,2,Relaxed,,
4936,"Kwazulu,Blue",Hybrid,2,Aroused,,
4937,"Grimm,Dogg",on,2,Aroused,,
4938,"Cream,Puff",on,2,Tingly,,
4939,"Mint,Julep",on,2,Talkative,20.0,
4940,"Mac,Driver",on,2,Sleepy,18.0,
4941,"Silver,Cindy",Hybrid,2,Aroused,21.0,
4942,"PVC,OG",Indica,2,Tingly,,
4943,"Whitethorn,Rose",Hybrid,1,,,
4944,"Hawaiian,Skunk,Face",Hybrid,1,,24.0,
4945,GMO-OG,Hybrid,1,,,
4946,"Sugar,Baby",Hybrid,1,,30.0,
4947,Bergamot,Hybrid,1,Creative,,Bergy
4948,"Raspberry,Tart",Hybrid,1,,30.0,
4949,"Shadow,Dancer",Hybrid,1,Aroused,16.0,
4950,Kaleidoscope,Hybrid,1,Sleepy,,
4951,"Velvet,Krush",Hybrid,1,,18.0,
4952,"Princess,Haze",Hybrid,1,Tingly,26.0,
4953,"Ebony,Ivory",Hybrid,1,Tingly,23.0,
4954,Tenderoni,Hybrid,1,Talkative,18.0,
4955,G-Spot,Hybrid,1,Uplifted,,Gspot
4956,"Orange,Fuel",Hybrid,1,,18.0,
4957,"Cherry,Stout",Hybrid,1,Tingly,,
4958,"Supa,Durban",Hybrid,1,Euphoric,22.0,
4959,Starbelley,Hybrid,1,,,
4960,"Bundt,Cake",Hybrid,1,Uplifted,,
4961,"L.A.,Sorbet",Hybrid,1,Euphoric,27.0,
4962,"Beng,Beng,OG",Hybrid,1,Tingly,,
4963,Zlime,Hybrid,1,Hungry,15.0,
4964,KMZ,Hybrid,1,Uplifted,,KMZK
4965,"Banana,Puff",Hybrid,1,Focused,,
4966,"Lemon,Mac",Hybrid,1,Aroused,,
4967,Sephora,Hybrid,1,,,
4968,"Runtz,N',Laterz",Hybrid,1,Focused,,
4969,"Road,Trip",Hybrid,1,,,
4970,"Grape,Escape",Hybrid,1,Giggly,15.0,
4971,"Kaya's,Koffee",Hybrid,1,,,"Kaya's,Coffee"
4972,"Apples,to,Apples",Hybrid,1,Tingly,,
4973,"Moon,Glow",Hybrid,1,,,
4974,Zawtz,Hybrid,1,Sleepy,,
4975,"CBD,Rich,Blessing",Sativa,1,Aroused,,
4976,"Too,Cool",Hybrid,1,,,
4977,"Drip,Station",Hybrid,1,Euphoric,,
4978,"Code,Red",Hybrid,1,,,
4979,Goldust,Hybrid,1,,,
4980,"Cereal,a,la,Mode",Hybrid,1,,26.0,
4981,"The,Sheriff",Hybrid,1,Sleepy,,
4982,"Dr.,Quantum",Hybrid,1,Sleepy,26.0,
4983,"Strange,Brew",Hybrid,1,Focused,,
4984,"Crooked,River,Blues",Indica,1,Sleepy,23.0,
4985,Frozay,Hybrid,1,Aroused,21.0,
4986,"White,Cake",Hybrid,1,Energetic,23.0,"White,Cake,#43"
4987,"HiFi,4G",Hybrid,1,,,
4988,"Bobble,Head",on,1,,14.0,
4989,"Beng,Beng,OG",Hybrid,1,Tingly,,
4990,"Lift,Ticket",Indica,1,,30.0,
4991,"Pink,Boost,Goddess",Sativa,1,,,
4992,"Medical,Mass",Hybrid,1,Euphoric,6.0,
4993,"Slap,Wagon",Hybrid,1,Uplifted,,
4994,"Purple,Barney",Indica,1,Tingly,20.0,"Barney,Purple"
4995,"Bubble,Runtz",Hybrid,1,Tingly,,"Bubblegum,Runtz,,Bubble,Gum,Runtz"
4996,"Inzane,Auto",Hybrid,1,Creative,,
4997,"Silly,Susan",Hybrid,1,Giggly,,
4998,Pestilence,Indica,1,Sleepy,,
4999,"Cresco,Cookies",Hybrid,1,Focused,17.0,"Cresco,Cookie"
5000,"Mandarine,47",Hybrid,1,Sleepy,,
5001,"Jelly,Runtz",Hybrid,1,,,
5002,"Wipeout,Express",Hybrid,1,,,
5003,Cornerstone,Hybrid,1,Focused,17.0,
5004,Hermosa,Hybrid,1,Sleepy,,
5005,"Free,Britney",Hybrid,1,Aroused,,#FreeBritney
5006,"Bored,Ape",Hybrid,1,Giggly,,
5007,"Blueberry,Sundae",Hybrid,1,,,
5008,Bananimal,Hybrid,1,Tingly,21.0,Bananimals
5009,"Cake,Bake",Hybrid,1,Talkative,,
5010,"Platinum,Zkittlez",Hybrid,1,Giggly,16.0,
5011,Rox,Indica,1,,,Roxx
5012,"Terry,T",Hybrid,1,Aroused,,
5013,"Hula,Dancer",Hybrid,1,Energetic,,
5014,Dreamsicle,Hybrid,1,,18.0,
5015,"Khyber,Kush",Hybrid,1,Euphoric,,
5016,"Tristar,Pebbles",Hybrid,1,,,
5017,"Oaxacan,Wise",on,1,,20.0,
5018,"Bear,Creek,Kush",Hybrid,1,Tingly,,
5019,"Tangerine,Skunk",Hybrid,1,Sleepy,18.0,"Tangie,Skunk,,Skunk,Tangerine"
5020,"Hobbit,Fart",Hybrid,1,Aroused,,
5021,"Giraffe,P",Hybrid,1,Giggly,,"Giraffe,P••••"
5022,"Kali,Haze",Hybrid,1,Creative,,
5023,"Big,Dipper",Hybrid,1,Focused,,
5024,Gunnpowwder,Hybrid,1,Focused,,
5025,"Blue,Truffle",Hybrid,1,Aroused,30.0,
5026,"Alley,Cat,Kush",Hybrid,1,Aroused,,
5027,"Astro,Pink",Hybrid,1,,,"Astro,Pink,Kush"
5028,"Pink,Anxiety",Hybrid,1,Focused,,
5029,"Nevada,Privada",Hybrid,1,,,
5030,Violator,Hybrid,1,Energetic,11.0,
5031,"Nina's,Web",Hybrid,1,Euphoric,,
5032,"Blue,Headed,OG",on,1,,,
5033,"Bubble,Mints",Hybrid,1,,,
5034,"Mango,Mintality",Sativa,1,Talkative,,
5035,"Fruit,Smash",Sativa,1,,25.0,
5036,"Sea,Monkey",Hybrid,1,,18.0,
5037,Kaleidoscope,Hybrid,1,Sleepy,,
5038,"Velvet,Krush",Hybrid,1,,18.0,
5039,"Princess,Haze",Hybrid,1,Tingly,26.0,
5040,Dementia,on,1,Focused,,
5041,"Watermelon,Runtz",Hybrid,1,Hungry,14.0,
5042,"Notorious,Mango",Hybrid,1,,,"Notorious,M.A.N.G.O."
5043,"White,Chem",Hybrid,1,Focused,,
5044,"Pineapple,Fruz",Sativa,1,,,
5045,Zlushiez,Hybrid,1,,,
5046,"Bubble,Mints",Hybrid,1,,,
5047,"Fruit,Smash",Sativa,1,,25.0,
5048,Gummibears,Hybrid,1,,,
5049,Menage,Hybrid,1,,,
5050,"Mango,Mintality",Sativa,1,Talkative,,
5051,"Pink,Boost,Goddess",Sativa,1,,,
5052,"Lift,Ticket",Indica,1,,30.0,
5053,"Cougar,Piss",Hybrid,1,Talkative,,
5054,"Dragons,Dream",Hybrid,1,,,
5055,Frumpz,Hybrid,1,Aroused,,
5056,"Giraffe,P",Hybrid,1,Giggly,,"Giraffe,P••••"
5057,"Hula,Dancer",Hybrid,1,Energetic,,
5058,Dreamsicle,Hybrid,1,,18.0,
5059,"Tangerine,Skunk",Hybrid,1,Sleepy,18.0,"Tangie,Skunk,,Skunk,Tangerine"
5060,"Hobbit,Fart",Hybrid,1,Aroused,,
5061,"Nina's,Web",Hybrid,1,Euphoric,,
5062,"Khyber,Kush",Hybrid,1,Euphoric,,
5063,"Mandarine,47",Hybrid,1,Sleepy,,
5064,"Cresco,Cookies",Hybrid,1,Focused,17.0,"Cresco,Cookie"
5065,"Gas,'n,Fruit",Hybrid,1,Energetic,20.0,"Gas,and,Fruit"
5066,"Funk,'n,Blueberry",Hybrid,1,Uplifted,24.0,"Funk,and,Blueberry"
5067,"DesTar,Bx",Hybrid,1,Euphoric,,
5068,KGB,Hybrid,1,,23.0,"Killer,Green,Bud"
5069,"Chrome,Cake",Hybrid,1,Sleepy,28.0,
5070,"Sitting,Bull",Hybrid,1,Aroused,,
5071,"Cuvee,Cookies",Hybrid,1,,,
5072,"Banana,Dawg",Hybrid,1,Giggly,,"Banana,Dog"
5073,"Grape,Gobstopper,Kush",Hybrid,1,Talkative,,
5074,"Bubblegum,Skunk",Hybrid,1,Hungry,,
5075,"Purple,Terpenes",Hybrid,1,,,"Purple,Terps"
5076,"Jade,Kush",Hybrid,1,Tingly,15.0,Jade
5077,"Kosher,Chem",Hybrid,1,Focused,,
5078,"Rickey,Sticky",Hybrid,1,Uplifted,,"Sticky,Rickey"
5079,"Shirley,Ross,OG",Hybrid,1,Aroused,,
5080,"Alien,Surfer,Cookies",Hybrid,1,Talkative,,
5081,"Stiiizy,OG",Indica,1,Sleepy,,
5082,Guavaoisier,Hybrid,1,Hungry,,
5083,"Astro,Pink",Hybrid,1,,,"Astro,Pink,Kush"
5084,"Pink,Anxiety",Hybrid,1,Focused,,
5085,Violator,Hybrid,1,Energetic,11.0,
5086,"Nevada,Privada",Hybrid,1,,,
5087,"HiFi,4G",Hybrid,1,,,
5088,"Bobble,Head",on,1,,14.0,
5089,"Bear,Creek,Kush",Hybrid,1,Tingly,,
5090,"Oaxacan,Wise",on,1,,20.0,
5091,Pestilence,Indica,1,Sleepy,,
5092,"Tristar,Pebbles",Hybrid,1,,,
5093,"Buddha's,Tooth",Sativa,1,Giggly,,
5094,"Big,Buddha's,King,Kong",Hybrid,1,Tingly,,"Big,Buddha,King,Kong"
5095,"Tropical,Tart",Hybrid,1,Creative,1.0,
5096,"Strawberry,Tart",Hybrid,1,,22.0,
5097,"Mango,Ice",Hybrid,1,Tingly,,
5098,"Eagle,Bill",Hybrid,1,Giggly,,
5099,"King's,OG",Hybrid,1,,18.0,"King,OG,,OG,King"
5100,"Waist,Deep",Hybrid,1,Giggly,,
5101,"Purple,Sapphire",Hybrid,1,Focused,,
5102,"Forbidden,Cherry",Hybrid,1,Focused,,
5103,"Money,Cake",Hybrid,1,Creative,,
5104,"Fully,Loaded",Hybrid,1,Relaxed,,
5105,"Gran,Champagne",Hybrid,1,,,
5106,"Cherry,Thai",Hybrid,1,Aroused,,
5107,"Blackberry,Cookies",Hybrid,1,,16.0,
5108,"Lemon,Pineapple",Hybrid,1,Tingly,25.0,
5109,"White,Cherry,Pie",Hybrid,1,Happy,,"White,Pie"
5110,"Alien,Jack",Hybrid,1,Talkative,18.0,
5111,"Rotten,Pomegranate",Hybrid,1,,,
5112,"Island,Honey",Sativa,1,,,
5113,"Syrup,OG",Hybrid,1,Talkative,19.0,
5114,"Rogue,River,Skunk",Sativa,1,Giggly,,
5115,"Highway,30,OG",Hybrid,1,,24.0,
5116,"ManBearPig,OG",Hybrid,1,Focused,,ManBearPig
5117,Funkfetti,Hybrid,1,Aroused,25.0,Funk-Fetti
5118,"Grape,LA",Hybrid,1,Aroused,26.0,
5119,"Obi,Wan,OG",Hybrid,1,Happy,21.0,
5120,"Purple,Lights",Indica,1,Tingly,18.0,
5121,"Crystal,OG",Hybrid,1,Talkative,,Crystal
5122,"White,Crack",Hybrid,1,Talkative,,
5123,Wonderberry,Hybrid,1,Relaxed,,"Wonder,Berry"
5124,"Captain,Krypt,OG",Hybrid,1,Uplifted,,"Captain,Krypt"
5125,"Mama,Mia",Hybrid,1,Hungry,18.0,
5126,Zod,Hybrid,1,Hungry,,"Zod,OG"
5127,"Raspberry,Cookies",Hybrid,1,,17.0,
5128,"Greenhouse,OG",Hybrid,1,Aroused,,"Greenhouse,,Greenhouse,Kush"
5129,"Jack,Hammer",Hybrid,1,,14.0,
5130,"Grizzly,Purple",Hybrid,1,Hungry,,"Grizzly,Purple,Kush"
5131,F1,Sativa,1,Uplifted,19.0,
5132,Cheddarwurst,Hybrid,1,Aroused,,
5133,"Banana,Rainbow",Hybrid,1,Focused,,
5134,"Headmaster,Kush",Hybrid,1,Aroused,,HMK
5135,"Pinesicle,Helen,Back",Hybrid,1,Uplifted,,"Helen,Beck,Pinesicle"
5136,"Cheesy,Headband",Hybrid,1,Hungry,18.0,
5137,"Citrus,Queen",Hybrid,1,Tingly,23.0,
5138,"Live,Long,and,Prosper",Hybrid,1,,15.0,
5139,"Purps,OG",Hybrid,1,Sleepy,14.0,"OG,Purps"
5140,"Bubba's,Breath",Indica,1,Hungry,20.0,
5141,"Calypso,Rose",Hybrid,1,Euphoric,,
5142,"Aqua,Woman",Hybrid,1,Focused,,
5143,"One,Love",Hybrid,1,Tingly,,
5144,"Turbo,Lemon,Cake",Sativa,1,,,
5145,"Aurora's,Skyline",Hybrid,1,Focused,,
5146,Swashbuckler,Hybrid,1,Giggly,18.0,"Swashbuckler,#11"
5147,"Menthol,MAC",Hybrid,1,Hungry,,"Menthol,Miracle,Alien,Cookies"
5148,"Inferno,Haze",Hybrid,1,,,"Inferno,OG"
5149,"Sour,Face",Hybrid,1,,24.0,
5150,"Malibu,Pie",Hybrid,1,Uplifted,18.0,
5151,"Sour,Crack",Hybrid,1,,,
5152,"Doctor,Punch",Hybrid,1,Euphoric,,
5153,"Lemon,Mint,OG",Hybrid,1,Giggly,,
5154,"Jungle,Lemons",Hybrid,1,Giggly,,
5155,Herb,Hybrid,1,Focused,,
5156,"Sweet,Strawberry,Pineapple",on,1,Creative,,
5157,"Super,Silver,Sour,Diesel",on,1,,17.0,
5158,"Lemon,Gorilla,Princess",on,1,Giggly,,
5159,"Purple,Banana,Cookies",on,1,Focused,18.0,
5160,"President,Huckleberry",on,1,Tingly,,
5161,"Forest,Park,Purple",on,1,Tingly,,
5162,"Choco,Grape,Diesel",on,1,,,
5163,"Afghani,Grapefruit",on,1,Hungry,,
5164,"White,Dosi,Durban",on,1,,,
5165,"Twisted,Fruitcake",on,1,Uplifted,20.0,
5166,PHD,Hybrid,1,,16.0,
5167,"Alien,vs.,Triangle",Hybrid,1,,17.0,
5168,"Face,Slapper",Hybrid,1,Aroused,25.0,
5169,"Voyager,#1",Hybrid,1,Tingly,27.0,
5170,"Echo,Head",Hybrid,1,Aroused,18.0,
5171,"Double,Gorilla,OG",Hybrid,1,Giggly,,
5172,"Island,Lime,Haze",Hybrid,1,Tingly,,
5173,Upstate,Hybrid,1,,11.0,
5174,"Steel,Bridge",Hybrid,1,,24.0,
5175,Derailed,Hybrid,1,Creative,,
5176,Firestarter,Hybrid,1,,21.0,
5177,Terperella,Hybrid,1,Giggly,,
5178,"Silver,Garden",Hybrid,1,Creative,,
5179,"Wayne's,Day,Off",Hybrid,1,,,
5180,"Butter,and,Jelly",Hybrid,1,,,
5181,"Velvet,Hammer",Hybrid,1,,,
5182,"Dragon,Snacks",Hybrid,1,,19.0,
5183,Wino,Hybrid,1,,19.0,
5184,"Black,Destroyer",Hybrid,1,,14.0,
5185,Soda,Hybrid,1,,17.0,
5186,"Sand,and,Snow,#30",on,1,Aroused,,
5187,"Peach,Cheesewreck",on,1,Uplifted,,
5188,"Lemon,Purple,Kush",on,1,Hungry,18.0,
5189,"Blueberry,Crasher",on,1,,,
5190,"Pineapple,Tangie",on,1,,4.0,
5191,"Lemon,Dream,Cake",on,1,Tingly,,
5192,"Chocolate,Malawi",on,1,Euphoric,17.0,
5193,"Celebration,Cake",on,1,,,
5194,"Willy's,Wonders",on,1,Focused,,
5195,"White,Octane,OG",on,1,Focused,,
5196,"Tropical,Breeze",on,1,Tingly,,
5197,"Sweet,Jack,Haze",on,1,,,
5198,"Scary,Cherry,OG",on,1,Uplifted,18.0,
5199,"Purple,Mahayana",on,1,Aroused,,
5200,"Pineapple,Twist",on,1,Sleepy,,
5201,"Pineapple,Royal",on,1,,19.0,
5202,"Petroleum,Jelly",on,1,Tingly,,
5203,"Lemon,Sorbet,#1",on,1,Giggly,22.0,
5204,"Lemon,Drop,Haze",on,1,Talkative,,
5205,"Jamaican,Gelato",on,1,Hungry,,
5206,"Pineapple,Euphoria",Hybrid,1,Aroused,15.0,
5207,"Scout,Master",Hybrid,1,,,"Girl,Scout,Master"
5208,Omrita,Hybrid,1,Happy,,"Omrita,RX,,Omrita,RX3,,RX"
5209,"Bubonic,Chronic",on,1,,14.0,
5210,"Buddha's,Delight",Hybrid,1,,,
5211,"Frosted,Oranges",on,1,Aroused,,
5212,"East,Coast,Dawg",on,1,,,
5213,"Durban,Headband",on,1,,18.0,
5214,"Critical,Orange",on,1,Giggly,,
5215,"Chocolate,Cream",on,1,Aroused,,
5216,"Cherry,Lime,Pie",on,1,Focused,,
5217,"Carlsbad,Cavern",on,1,,,
5218,"Cannaloupe,Haze",on,1,,18.0,
5219,"Wedding,Animal",on,1,Focused,,
5220,Plumberry,Hybrid,1,Focused,16.0,
5221,"Leia,Kush",Hybrid,1,Talkative,15.0,
5222,Lovelace,Hybrid,1,Tingly,,
5223,"Bog,Blue,Kush",Indica,1,Aroused,,
5224,Gammaberry,Hybrid,1,Giggly,19.0,
5225,"Strawberry,Tree",Hybrid,1,Creative,17.0,
5226,"Serious,Kush",Hybrid,1,Sleepy,,
5227,"Sun,Maiden",Hybrid,1,,,
5228,"Buddha,Syrup",Indica,1,Sleepy,,
5229,"Cherry,Meringue",Hybrid,1,Tingly,23.0,
5230,Chocolony,Hybrid,1,,,
5231,"California,Orange,Cheese",Hybrid,1,Giggly,,
5232,"Moby,Dick,2.0",Hybrid,1,Focused,14.0,
5233,Chocoholic,Hybrid,1,Talkative,17.0,
5234,"Rebel,Tangie,Kandy",Sativa,1,Energetic,,
5235,"Chem,Beyond,Diesel,CBD",Hybrid,1,Giggly,,
5236,"Jericho,Haze",Sativa,1,Tingly,,
5237,"Hindu,Cream",Indica,1,,,
5238,Dreamtime,Hybrid,1,,,
5239,"hai,Fantasy",Hybrid,1,,,
5240,"Proper,PHO,Shatter",Indica,1,,,
5241,"Extreme,Impact,Auto",Indica,1,,,
5242,"Crockett’s,Sour,Tangie",Hybrid,1,,,
5243,"Lost,Creek",Hybrid,1,Talkative,,
5244,"Chrome,Cake",Hybrid,1,Sleepy,28.0,
5245,"Sitting,Bull",Hybrid,1,Aroused,,
5246,"Forbidden,Cherry",Hybrid,1,Focused,,
5247,"Money,Cake",Hybrid,1,Creative,,
5248,"Tropical,Tart",Hybrid,1,Creative,1.0,
5249,"Grape,Gobstopper,Kush",Hybrid,1,Talkative,,
5250,"Fully,Loaded",Hybrid,1,Relaxed,,
5251,"Purple,Terpenes",Hybrid,1,,,"Purple,Terps"
5252,"Inferno,Haze",Hybrid,1,,,"Inferno,OG"
5253,"Headmaster,Kush",Hybrid,1,Aroused,,HMK
5254,"Pinesicle,Helen,Back",Hybrid,1,Uplifted,,"Helen,Beck,Pinesicle"
5255,"One,Love",Hybrid,1,Tingly,,
5256,"Turbo,Lemon,Cake",Sativa,1,,,
5257,"Aurora's,Skyline",Hybrid,1,Focused,,
5258,Swashbuckler,Hybrid,1,Giggly,18.0,"Swashbuckler,#11"
5259,"Menthol,MAC",Hybrid,1,Hungry,,"Menthol,Miracle,Alien,Cookies"
5260,"Purps,OG",Hybrid,1,Sleepy,14.0,"OG,Purps"
5261,"Bubba's,Breath",Indica,1,Hungry,20.0,
5262,"Cheesy,Headband",Hybrid,1,Hungry,18.0,
5263,"Citrus,Queen",Hybrid,1,Tingly,23.0,
5264,"Live,Long,and,Prosper",Hybrid,1,,15.0,
5265,"Malibu,Pie",Hybrid,1,Uplifted,18.0,
5266,"Sour,Crack",Hybrid,1,,,
5267,"Sour,Face",Hybrid,1,,24.0,
5268,"Calypso,Rose",Hybrid,1,Euphoric,,
5269,"Aqua,Woman",Hybrid,1,Focused,,
5270,"Dutch,Apple",on,1,,,
5271,"Desert,Ruby",on,1,Talkative,,
5272,BreathMints,on,1,Focused,17.0,
5273,"Betty,Hayes",on,1,,,
5274,"White,Lime",on,1,Hungry,28.0,
5275,"Sweet,Dosi",on,1,Hungry,,
5276,"Star,Child",on,1,Aroused,,
5277,"Space,Race",on,1,Giggly,11.0,
5278,"Sour,Walker",on,1,Tingly,,
5279,"Saturn,Kush",on,1,,,
5280,"Fish,Whistle",on,1,Focused,20.0,
5281,"Dragon,Tails",on,1,,22.0,
5282,"Dragon,Snack",on,1,,,
5283,"Double,Cream",on,1,,,
5284,"Cherry,Dooku",on,1,Tingly,18.0,
5285,"SFV,Dawg",on,1,,,
5286,Acia,on,1,Tingly,,
5287,HB,on,1,Sleepy,22.0,
5288,Reign,Hybrid,1,,,
5289,"Bubble,Berry",Hybrid,1,Talkative,19.0,
5290,"Jilly,OG",on,1,Energetic,,
5291,Gabriola,on,1,,,
5292,Dayshift,on,1,,,
5293,"Desert,Ruby",on,1,Talkative,,
5294,BreathMints,on,1,Focused,17.0,
5295,"Betty,Hayes",on,1,,,
5296,"Crockett’s,Sour,Tangie",Hybrid,1,,,
5297,"Lost,Creek",Hybrid,1,Talkative,,
5298,"Extreme,Impact,Auto",Indica,1,,,
5299,Highlight5,Hybrid,1,,,
5300,Prodigy,Hybrid,1,Aroused,,
5301,Chosen,Hybrid,1,Giggly,,
5302,"Hammer,Time",Hybrid,1,Giggly,,
5303,"Kashmir,Sunshine",Hybrid,1,,,
5304,"Banana,Cough",on,1,,28.0,
5305,"Baller,Candy",on,1,Talkative,,
5306,"White,Lime",on,1,Hungry,28.0,
5307,"Sweet,Dosi",on,1,Hungry,,
5308,"Star,Child",on,1,Aroused,,
5309,"Space,Race",on,1,Giggly,11.0,
5310,"Acai,Jelly",on,1,Sleepy,27.0,
5311,"Rio,Bravo",on,1,Euphoric,15.0,
5312,"Sour,Walker",on,1,Tingly,,
5313,"Saturn,Kush",on,1,,,
5314,"Orange,Whip",on,1,Focused,,
5315,"Lunar,Widow",on,1,Tingly,,
5316,"London,Cake",on,1,Uplifted,,
5317,"Humpty,XIII",on,1,Energetic,,
5318,"White,Moonshine",Indica,1,,,
5319,"Güatú,Skunk",on,1,,,
5320,"Grape,Tahoe",on,1,,,
5321,"Dutch,Apple",on,1,,,
5322,"OG,Wedding",on,1,Talkative,,
5323,"Rigger,Kush",Indica,1,,,
5324,"Huckleberry,DesStar",Hybrid,1,,20.0,
5325,Tangenesia,Hybrid,1,,,
5326,"Harley,Twin",Sativa,1,Aroused,,
5327,"DJ,Andy,Williams",Sativa,1,,,
5328,PTSD,Hybrid,1,,,
5329,Honduras,Sativa,1,,,
5330,"Coyote,Art",Hybrid,1,Aroused,,
5331,"Grateful,Grape",Hybrid,1,Tingly,26.0,
5332,"Velvet,Ropes",Hybrid,1,Focused,,
5333,"Lemon,Stomper",Hybrid,1,Aroused,14.0,
5334,Plumberry,Hybrid,1,Focused,16.0,
5335,"Leia,Kush",Hybrid,1,Talkative,15.0,
5336,Lovelace,Hybrid,1,Tingly,,
5337,"Sun,Maiden",Hybrid,1,,,
5338,"Buddha,Syrup",Indica,1,Sleepy,,
5339,"Cherry,Meringue",Hybrid,1,Tingly,23.0,
5340,Chocolony,Hybrid,1,,,
5341,"Bog,Blue,Kush",Indica,1,Aroused,,
5342,Gammaberry,Hybrid,1,Giggly,19.0,
5343,"Strawberry,Tree",Hybrid,1,Creative,17.0,
5344,"Red,Kross",Hybrid,1,Focused,17.0,
5345,"Rainbow,Jimmies",Hybrid,1,Happy,,
5346,"Rebel,Tangie,Kandy",Sativa,1,Energetic,,
5347,Chocoholic,Hybrid,1,Talkative,17.0,
5348,"Fluidic,Space",Hybrid,1,,,
5349,Jigsaw,Hybrid,1,Sleepy,,
5350,"Serious,Kush",Hybrid,1,Sleepy,,
5351,"California,Orange,Cheese",Hybrid,1,Giggly,,
5352,"Moby,Dick,2.0",Hybrid,1,Focused,14.0,
5353,"Chem,Beyond,Diesel,CBD",Hybrid,1,Giggly,,
5354,"Jericho,Haze",Sativa,1,Tingly,,
5355,"Hindu,Cream",Indica,1,,,
5356,Dreamtime,Hybrid,1,,,
5357,"Nitro,Candy",Hybrid,1,,,
5358,Soraya,Hybrid,1,,,
5359,"Buford,OG",Hybrid,1,,,
5360,840,Hybrid,1,,,
5361,"Cotton,Candy,Cane",Hybrid,1,,18.0,
5362,"Sour,Boggle",Hybrid,1,,15.0,
5363,"Grandaddy,Glue",Hybrid,1,Creative,22.0,
5364,"Strawberry,Diesel,Cookies",Hybrid,1,,,
5365,"Dubble,Tropicana",Indica,1,Sleepy,15.0,
5366,"Cookie,Crash",Hybrid,1,,21.0,
5367,"Cocoa,Kush",Hybrid,1,,,
5368,"Colorado,Diesel",Hybrid,1,,,
5369,"Total,Paralysis",Hybrid,1,Aroused,,
5370,"Oldtimer’s,Haze",Sativa,1,Tingly,,
5371,"Freeze,Cheese,'89",Hybrid,1,Hungry,,
5372,"Green,Ninja",Hybrid,1,,,
5373,Diabla,Hybrid,1,,,
5374,"Legends,Gold",Indica,1,Focused,,
5375,"541,Kush",Hybrid,1,,,
5376,"Spicy,Disco",Hybrid,1,Talkative,,
5377,Caboose,Hybrid,1,Energetic,,
5378,"Exodus,Kush",Hybrid,1,,,
5379,"Jack,Plant",Sativa,1,Aroused,17.0,
5380,"Egyptian,Musk",Hybrid,1,Giggly,,
5381,"Island,Poison",Hybrid,1,,,
5382,"Northern,Cross",Hybrid,1,Focused,,
5383,"Mekamika,Haze",Sativa,1,Giggly,,
5384,"Luca,Brasi",Hybrid,1,,,
5385,"Jungle,Spice",Hybrid,1,Talkative,19.0,
5386,"Willy,G’s,Lebanese",Hybrid,1,,,
5387,"Bog,Sour,Grape",Indica,1,Giggly,,
5388,"Prismatic,Jack",Hybrid,1,Creative,,
5389,"Dutch,Dynasty",Hybrid,1,,,
5390,"Jack’s,Dragon,Girl,#7",Hybrid,1,Giggly,,
5391,Turbo,Hybrid,1,Giggly,,
5392,"Sapphire,Cherries",Hybrid,1,Hungry,21.0,
5393,"Brian,Berry,Honey,Lemon",Hybrid,1,Creative,,
5394,Revival,Hybrid,1,Happy,,
5395,"Brian,Berry,Citrus,Blend",Hybrid,1,,,
5396,"Critical,Soma",Hybrid,1,Aroused,,
5397,"Miss,Fortune,Cookie",Hybrid,1,,,
5398,Altoyd,Hybrid,1,Sleepy,,
5399,"Godzilla,Blood",Hybrid,1,Hungry,,
5400,"Neil,Haze",Hybrid,1,Talkative,,
5401,"Marionberry,Pie",Hybrid,1,Euphoric,17.0,
5402,"Medical,49",Indica,1,,,
5403,"Tangerine,G13",Hybrid,1,Talkative,14.0,
5404,Dinamex,Hybrid,1,,,
5405,"California,Black,Roze",Hybrid,1,,,
5406,"Pan,Jam",Hybrid,1,Giggly,,
5407,"Space,Poison",Hybrid,1,,19.0,
5408,"D,Cure",Hybrid,1,Talkative,27.0,
5409,Stratosphere,Hybrid,1,,,
5410,"Panzer,Kush",Hybrid,1,Relaxed,22.0,
5411,Trewbacca,Hybrid,1,,,
5412,Mindscape,Hybrid,1,Talkative,18.0,
5413,"Riley,Kush",Hybrid,1,Aroused,18.0,
5414,BBS,Hybrid,1,,14.0,
5415,"Helen,Back",Hybrid,1,Sleepy,24.0,
5416,"Seattle,Sour,D",Hybrid,1,,,
5417,"Doobie,Howser",Hybrid,1,,,
5418,Izozki,Hybrid,1,Tingly,,
5419,"Azure,Cherry",on,1,Aroused,,
5420,"Tiger,Punch",on,1,Creative,22.0,
5421,Appletini,on,1,Giggly,,
5422,"Animal,OG",on,1,Creative,21.0,
5423,"Angels,OG",on,1,,,
5424,"Wild,Man",on,1,Tingly,17.0,
5425,"Wifi,Pie",on,1,Focused,,
5426,"Too,Buku",Hybrid,1,,,
5427,"Sannie's,Jack",Hybrid,1,,,
5428,"Colorado,Chem,RBX3",Hybrid,1,,,
5429,"Bubba's,Sister",Hybrid,1,Giggly,17.0,
5430,"Berry,Tite",Hybrid,1,Uplifted,,
5431,Butch,Hybrid,1,Aroused,18.0,
5432,"Blanco,Berry,Kush",Hybrid,1,Aroused,,
5433,"White,Funk",Hybrid,1,,23.0,
